ISO 639-3	ISO 639-2B	ISO 639-2T	ISO 639-1	type	macro
tqu				I	
tra				I	
trb				I	
trc				I	
trd				I	
tre				I	
trf				I	
trg				I	
trh				I	
tri				I	
trj				I	
trl				I	
trm				I	
trn				I	
tro				I	
trp				I	
trq				I	
trr				I	
trs				I	
trt				I	
tru				I	
trv				I	
trw				I	
trx				I	
tsa				I	
tsb				I	
tsc				I	
tsd				I	
tse				I	
tsg				I	
tsh				I	
tsi	tsi	tsi		I	
tsj				I	
tsk				I	
tsl				I	
tsm				I	
tsn	tsn	tsn	tn	I	
tso	tso	tso	ts	I	
tsp				I	
tsq				I	
tsr				I	
tss				I	
tst				I	
tsu				I	
tsv				I	
tsw				I	
tsx				I	
tsy				I	
tsz				I	
ttb				I	
ttc				I	
ttd				I	
tte				I	
ttf				I	
ttg				I	
tth				I	
tti				I	
ttj				I	
ttk				I	
ttl				I	
ttm				I	
ttn				I	
tto				I	
ttp				I	
ttq				I	tmh
ttr				I	
tts				I	
ttt				I	
ttu				I	
ttv				I	
ttw				I	
tty				I	
ttz				I	
tua				I	
tub				I	
tuc				I	
tue				I	
tuf				I	
tug				I	
tuh				I	
tui				I	
tuj				I	
tuk	tuk	tuk	tk	I	
tul				I	
tum	tum	tum		I	
tuo				I	
tuq				I	
tur	tur	tur	tr	I	
tus				I	
tuu				I	
tuv				I	
tuy				I	kln
tuz				I	
tva				I	
tvd				I	
tve				I	
tvk				I	
tvl	tvl	tvl		I	
tvm				I	
tvn				I	
tvo				I	
tvs				I	
tvt				I	
tvu				I	
tvw				I	
twb				I	
twd				I	
twe				I	
twf				I	
twg				I	
twh				I	
twi	twi	twi	tw	I	aka
twl				I	
twm				I	
twn				I	
two				I	
twp				I	
twq				I	
twr				I	
twu				I	
tww				I	
twx				I	
twy				I	
txa				I	
txe				I	
txi				I	
txj				I	
txm				I	
txn				I	
txo				I	
txq				I	
txs				I	
txt				I	
txu				I	
txx				I	
txy				I	mlg
tya				I	
tye				I	
tyh				I	
tyi				I	
tyj				I	
tyl				I	
tyn				I	
tyr				I	
tys				I	
tyt				I	
tyu				I	
tyv	tyv	tyv		I	
tyx				I	
tyz				I	
tza				I	
tzh				I	
tzj				I	
tzm				I	
tzn				I	
tzo				I	
tzx				I	
uan				I	
uar				I	
uba				I	
ubi				I	
ubl				I	bik
ubr				I	
ubu				I	
uda				I	
ude				I	
udg				I	
udi				I	
udj				I	
udl				I	
udm	udm	udm		I	
udu				I	
ues				I	
ufi				I	
uge				I	
ugn				I	
ugo				I	
ugy				I	
uha				I	
uhn				I	
uig	uig	uig	ug	I	
uis				I	
uiv				I	
uji				I	
uka				I	
ukg				I	
ukh				I	
ukl				I	
ukp				I	
ukq				I	
ukr	ukr	ukr	uk	I	
uks				I	
uku				I	
ukw				I	
ula				I	
ulb				I	
ulc				I	
ulf				I	
uli				I	
ulk				I	
ull				I	
ulm				I	
uln				I	
ulu				I	
ulw				I	
uma				I	
umb	umb	umb		I	
umi				I	
umm				I	
umn				I	
ump				I	
ums				I	
umu				I	del
una				I	
une				I	
ung				I	
unk				I	
unn				I	
unr				I	
unu				I	
unx				I	
unz				I	
upi				I	
upv				I	
ura				I	
urb				I	
urd	urd	urd	ur	I	
ure				I	
urg				I	
urh				I	
uri				I	
urk				I	msa
url				I	
urm				I	
urn				I	
uro				I	
urp				I	
urr				I	
urt				I	
urw				I	
urx				I	
ury				I	
urz				I	
usa				I	
ush				I	
usi				I	
usk				I	
usp				I	
usu				I	
uta				I	
ute				I	
utp				I	
utr				I	
utu				I	
uum				I	
uun				I	
uur				I	
uuu				I	
uve				I	
uvh				I	
uvl				I	
uwa				I	
uya				I	
uzb	uzb	uzb	uz	M	
uzn				I	uzb
uzs				I	uzb
vaa				I	
vae				I	
vaf				I	
vag				I	
vah				I	
vai	vai	vai		I	
vaj				I	
val				I	
vam				I	
van				I	
vao				I	
vap				I	
var				I	
vas				I	
vau				I	
vav				I	
vay				I	
vbb				I	
vbk				I	bnc
vec				I	
ved				I	
vel				I	
vem				I	
ven	ven	ven	ve	I	
vep				I	
ver				I	
vgr				I	
vgt				I	
vic				I	
vid				I	
vie	vie	vie	vi	I	
vif				I	
vig				I	
vil				I	
vin				I	
vis				I	
vit				I	
viv				I	
vki				I	
vkj				I	
vkk				I	msa
vkl				I	
vko				I	
vkp				I	
vkt				I	msa
vku				I	
vlp				I	
vls				I	
vma				I	
vmc				I	
vmd				I	
vme				I	
vmf				I	
vmg				I	
vmh				I	
vmj				I	
vmk				I	
vmm				I	
vmp				I	
vmq				I	
vmr				I	
vmw				I	
vmx				I	
vmy				I	
vmz				I	
vnk				I	
vnm				I	
vnp				I	
vor				I	
vot	vot	vot		I	
vra				I	
vro				I	est
vrs				I	
vrt				I	
vsi				I	
vsl				I	
vsv				I	
vto				I	
vum				I	
vun				I	
vut				I	
vwa				I	
waa				I	
wab				I	
wac				I	
wad				I	
wae				I	
wag				I	
wah				I	
wai				I	
waj				I	
wal	wal	wal		I	
wan				I	
wap				I	
waq				I	
war	war	war		I	
was	was	was		I	
wat				I	
wau				I	
wav				I	
waw				I	
wax				I	
way				I	
waz				I	
wba				I	
wbb				I	
wbe				I	
wbf				I	
wbh				I	
wbi				I	
wbj				I	
wbk				I	
wbl				I	
wbm				I	
wbp				I	
wbq				I	
wbr				I	raj
wbt				I	
wbv				I	
wbw				I	
wca				I	
wci				I	
wdd				I	
wdg				I	
wdj				I	
wec				I	
wed				I	
weg				I	
weh				I	
wei				I	
wem				I	
weo				I	
wep				I	
wer				I	
wes				I	
wet				I	
weu				I	
wew				I	
wfg				I	
wgb				I	
wgi				I	
wgo				I	
wgy				I	
wha				I	
whg				I	
whk				I	
whu				I	
wib				I	
wic				I	
wig				I	
wih				I	
wii				I	
wij				I	
wik				I	
wim				I	
win				I	
wiu				I	
wiv				I	
wja				I	
wji				I	
wkb				I	
wkd				I	
wkl				I	
wku				I	
wla				I	
wlc				I	
wle				I	
wlg				I	
wli				I	
wll				I	
wln	wln	wln	wa	I	
wlo				I	
wlr				I	
wls				I	
wlv				I	
wlw				I	
wlx				I	
wmb				I	
wmc				I	
wmd				I	
wme				I	
wmh				I	
wmm				I	
wmo				I	
wms				I	
wmt				I	
wmw				I	
wmx				I	
wnb				I	
wnc				I	
wne				I	
wng				I	
wni				I	
wnk				I	
wno				I	
wnp				I	
wnu				I	
wnw				I	
wny				I	
woa				I	
wob				I	
woc				I	
wod				I	
woe				I	
wof				I	
wog				I	
woi				I	
wok				I	
wol	wol	wol	wo	I	
wom				I	
won				I	
woo				I	
wor				I	
wos				I	
wow				I	
wpc				I	
wra				I	
wrd				I	
wrk				I	
wrl				I	
wrm				I	
wrn				I	
wrp				I	
wrr				I	
wrs				I	
wru				I	
wrv				I	
wrx				I	
wry				I	mwr
wsa				I	
wsi				I	
wsk				I	
wsr				I	
wss				I	
wtf				I	
wti				I	
wtk				I	
wtm				I	
wtw				I	
wua				I	
wub				I	
wud				I	
wuh				I	
wul				I	
wum				I	
wun				I	
wut				I	
wuu				I	zho
wuv				I	
wux				I	
wuy				I	
wwa				I	
wwo				I	
www				I	
wxa				I	
wya				I	
wyb				I	
wym				I	
wyr				I	
wyy				I	
xab				I	
xac				I	
xal	xal	xal		I	
xan				I	
xao				I	
xat				I	
xau				I	
xav				I	
xaw				I	
xay				I	
xbi				I	
xbr				I	
xby				I	
xda				I	
xdy				I	
xed				I	
xel				I	
xem				I	
xer				I	
xes				I	
xet				I	
xeu				I	
xgu				I	
xhe				I	lah
xho	xho	xho	xh	I	
xhv				I	
xii				I	
xis				I	
xiy				I	
xka				I	
xkb				I	
xkc				I	
xkd				I	
xke				I	
xkf				I	
xkg				I	
xkh				I	
xki				I	
xkj				I	
xkk				I	
xkl				I	
xkn				I	
xko				I	
xkp				I	
xkq				I	
xks				I	
xkt				I	
xku				I	
xkv				I	
xkw				I	
xkx				I	
xky				I	
xkz				I	
xla				I	
xma				I	
xmb				I	
xmc				I	
xmd				I	
xmf				I	
xmg				I	
xmh				I	
xmj				I	
xml				I	
xmm				I	msa
xmo				I	
xms				I	
xmt				I	
xmv				I	mlg
xmw				I	mlg
xmx				I	
xmy				I	
xmz				I	
xnb				I	
xnh				I	
xnn				I	
xnr				I	doi
xns				I	
xny				I	
xnz				I	
xod				I	
xog				I	
xoi				I	
xok				I	
xom				I	
xon				I	
xop				I	
xor				I	
xow				I	
xpe				I	kpe
xpk				I	
xra				I	
xrb				I	
xre				I	
xri				I	
xru				I	
xrw				I	
xsb				I	
xse				I	
xsh				I	
xsi				I	
xsl				I	den
xsm				I	
xsn				I	
xsp				I	
xsq				I	
xsr				I	
xsu				I	
xsy				I	
xta				I	
xtb				I	
xtc				I	
xtd				I	
xte				I	
xti				I	
xtj				I	
xtl				I	
xtm				I	
xtn				I	
xtp				I	
xts				I	
xtt				I	
xtu				I	
xtw				I	
xty				I	
xua				I	
xub				I	
xug				I	
xuj				I	
xuo				I	
xuu				I	
xvi				I	
xwa				I	
xwe				I	
xwg				I	
xwl				I	
xwr				I	
xxk				I	
xyy				I	
yaa				I	
yab				I	
yac				I	
yad				I	
yae				I	
yaf				I	
yag				I	
yah				I	
yai				I	
yaj				I	
yak				I	
yal				I	
yam				I	
yan				I	
yao	yao	yao		I	
yap	yap	yap		I	
yaq				I	
yar				I	
yas				I	
yat				I	
yau				I	
yav				I	
yaw				I	
yax				I	
yay				I	
yaz				I	
yba				I	
ybb				I	
ybe				I	
ybh				I	
ybi				I	
ybj				I	
ybk				I	
ybl				I	
ybm				I	
ybo				I	
ybx				I	
yby				I	
ych				I	
ycl				I	
ycn				I	
ycp				I	
ydd				I	yid
yde				I	
ydg				I	
ydk				I	
yea				I	
yec				I	
yee				I	
yej				I	
yel				I	
yer				I	
yes				I	
yet				I	
yeu				I	
yev				I	
yey				I	
ygl				I	
ygm				I	
ygp				I	
ygr				I	
ygs				I	
ygu				I	
ygw				I	
yha				I	
yhd				I	jrb
yhl				I	
yia				I	
yid	yid	yid	yi	M	
yif				I	
yig				I	
yih				I	yid
yii				I	
yij				I	
yik				I	
yim				I	
yin				I	
yip				I	
yiq				I	
yir				I	
yis				I	
yit				I	
yiu				I	
yiv				I	
yix				I	
yiz				I	
yka				I	
ykg				I	
yki				I	
ykk				I	
ykl				I	
ykm				I	
ykn				I	
yko				I	
ykr				I	
ykt				I	
yku				I	
yky				I	
yla				I	
ylb				I	
yle				I	
ylg				I	
yli				I	
yll				I	
ylm				I	
yln				I	
ylo				I	
ylu				I	
yly				I	
ymb				I	
ymc				I	
ymd				I	
ymg				I	
ymh				I	
ymi				I	
ymk				I	
yml				I	
ymm				I	
ymn				I	
ymo				I	
ymp				I	
ymq				I	
ymr				I	
ymx				I	
ymz				I	
yna				I	
yne				I	
yng				I	
ynk				I	
ynl				I	
yno				I	
ynq				I	
yns				I	
yog				I	
yoi				I	
yok				I	
yom				I	
yon				I	
yor	yor	yor	yo	I	
yot				I	
yox				I	
yoy				I	
ypa				I	
ypb				I	
ypg				I	
yph				I	
ypm				I	
ypn				I	
ypo				I	
ypp				I	
ypz				I	
yra				I	
yrb				I	
yre				I	
yri				I	
yrk				I	
yrl				I	
yrm				I	
yrn				I	
yrs				I	
yrw				I	
yry				I	
ysd				I	
ysg				I	
ysl				I	
ysn				I	
yso				I	
ysp				I	
yss				I	
ysy				I	
yta				I	
ytl				I	
ytp				I	
ytw				I	
yua				I	
yuc				I	
yud				I	jrb
yue				I	zho
yuf				I	
yui				I	
yuj				I	
yul				I	
yum				I	
yun				I	
yup				I	
yuq				I	
yur				I	
yut				I	
yuw				I	
yux				I	
yuy				I	
yuz				I	
yva				I	
ywa				I	
ywg				I	
ywl				I	
ywn				I	
ywq				I	
ywr				I	
ywt				I	
ywu				I	
yyu				I	
yyz				I	
yzg				I	
yzk				I	
zaa				I	zap
zab				I	zap
zac				I	zap
zad				I	zap
zae				I	zap
zaf				I	zap
zag				I	
zah				I	
zai				I	zap
zaj				I	
zak				I	
zal				I	
zam				I	zap
zao				I	zap
zap	zap	zap		M	
zaq				I	zap
zar				I	zap
zas				I	zap
zat				I	zap
zau				I	
zav				I	zap
zaw				I	zap
zax				I	zap
zay				I	
zaz				I	
zbc				I	
zbe				I	
zbt				I	
zbw				I	
zca				I	zap
zch				I	zha
zdj				I	
zea				I	
zeg				I	
zeh				I	zha
zen	zen	zen		I	
zga				I	
zgb				I	zha
zgh	zgh	zgh		I	
zgm				I	zha
zgn				I	zha
zgr				I	
zha	zha	zha	za	M	
zhb				I	
zhd				I	zha
zhi				I	
zhn				I	zha
zho	chi	zho	zh	M	
zhw				I	
zia				I	
zib				I	
zik				I	
zil				I	
zim				I	
zin				I	
ziw				I	
ziz				I	
zka				I	
zkd				I	
zkn				I	
zkr				I	
zlj				I	zha
zlm				I	msa
zln				I	zha
zlq				I	zha
zma				I	
zmb				I	
zmd				I	
zmf				I	
zmg				I	
zmi				I	msa
zmj				I	
zml				I	
zmm				I	
zmn				I	
zmo				I	
zmp				I	
zmq				I	
zmr				I	
zms				I	
zmt				I	
zmw				I	
zmx				I	
zmy				I	
zmz				I	
zna				I	
zne				I	
zng				I	
zns				I	
zoc				I	
zoh				I	
zom				I	
zoo				I	zap
zoq				I	
zor				I	
zos				I	
zpa				I	zap
zpb				I	zap
zpc				I	zap
zpd				I	zap
zpe				I	zap
zpf				I	zap
zpg				I	zap
zph				I	zap
zpi				I	zap
zpj				I	zap
zpk				I	zap
zpl				I	zap
zpm				I	zap
zpn				I	zap
zpo				I	zap
zpp				I	zap
zpq				I	zap
zpr				I	zap
zps				I	zap
zpt				I	zap
zpu				I	zap
zpv				I	zap
zpw				I	zap
zpx				I	zap
zpy				I	zap
zpz				I	zap
zqe				I	zha
zrg				I	
zrn				I	
zro				I	
zrs				I	
zsa				I	
zsl				I	
zsm				I	msa
zsr				I	zap
zsu				I	
zte				I	zap
ztg				I	zap
ztl				I	zap
ztm				I	zap
ztn				I	zap
ztp				I	zap
ztq				I	zap
zts				I	zap
ztt				I	zap
ztu				I	zap
ztx				I	zap
zty				I	zap
zua				I	
zuh				I	
zul	zul	zul	zu	I	
zum				I	
zun	zun	zun		I	
zuy				I	
zwa				I	
zyb				I	zha
zyg				I	zha
zyj				I	zha
zyn				I	zha
zyp				I	
zza	zza	zza		M	
zzj				I	zha
